S/N,UUID,Transmitting time,Collecting time,Longitude,Latitude,Altitude,Geoid height,Speed,Course,Satellite used,Positioning mode,GPS time consumption,HorAccuracy,VerAccuracy,HDOP,VDOP,Data source
6188,db0bbc637a3a,2021-10-20T00:05:48.497Z,2021-10-18T16:05:48Z,15.9369168,38.3530496,203.08,241.97,0,181.3,7,1,91,0,0,1.24,0.93,1
6188,db0bbc637a3a,2021-10-20T00:05:48.498Z,2021-10-18T20:05:01Z,15.9387744,38.3519776,58.99,97.88,0,252.6,8,2,40,0,0,0.96,0.82,1
6188,db0bbc637a3a,2021-10-20T00:05:48.498Z,2021-10-19T00:04:54Z,15.9383904,38.35184,33.45,72.34,1.6,248.9,5,2,35,0,0,2.46,0.99,1
6188,db0bbc637a3a,2021-10-20T00:05:48.499Z,2021-10-19T04:05:00Z,15.9388816,38.3521792,68.84,107.73,0.2,0,7,2,43,0,0,1.13,0.83,1
6188,db0bbc637a3a,2021-10-20T00:05:48.5Z,2021-10-19T08:04:56Z,15.9765344,38.344864,45.42,84.24,0.2,263.4,5,2,34,0,0,1.52,0.9,1
6188,db0bbc637a3a,2021-10-20T00:05:48.501Z,2021-10-19T12:06:42Z,15.082328,37.8452832,1092.92,1132.73,3.5,268.7,4,1,143,0,0,3.62,5.05,1
6188,db0bbc637a3a,2021-10-20T00:05:48.502Z,2021-10-19T16:05:54Z,14.2398256,37.2741248,358.46,398.77,8.5,313.4,4,2,96,0,0,1.48,0.94,1
6188,db0bbc637a3a,2021-10-20T00:05:48.502Z,2021-10-19T20:05:01Z,14.2383904,37.2743072,336.13,376.44,0.1,0,6,2,39,0,0,0.99,0.91,1
6188,db0bbc637a3a,2021-10-20T00:05:48.503Z,2021-10-20T00:05:17Z,14.2385504,37.2742336,331.23,371.55,0.2,132.8,4,2,58,0,0,2.39,0.98,1
6188,db0bbc637a3a,2021-10-21T00:06:37.696Z,2021-10-20T04:05:12Z,14.2383488,37.2742016,322.83,363.15,0.7,2.1,7,2,54,0,0,1.92,0.91,1
6188,db0bbc637a3a,2021-10-21T00:06:37.697Z,2021-10-20T08:04:40Z,14.2386752,37.2736992,352.22,392.54,0.2,0,4,2,18,0,0,2.74,0.96,1
6188,db0bbc637a3a,2021-10-21T00:06:37.697Z,2021-10-20T12:05:37Z,13.2923952,37.4435456,773.21,815.23,4.6,247.2,4,2,77,0,0,1.94,0.99,1
6188,db0bbc637a3a,2021-10-21T00:06:37.698Z,2021-10-20T16:05:48Z,12.5966984,37.8147712,38.85,82.51,0.3,181,4,2,91,0,0,1.36,0.96,1
6188,db0bbc637a3a,2021-10-21T00:06:37.699Z,2021-10-20T20:05:10Z,12.5895688,37.8070304,50.76,94.42,0.3,348.1,5,2,48,0,0,1.4,0.95,1
6188,db0bbc637a3a,2021-10-21T00:06:37.7Z,2021-10-21T00:06:10Z,12.5894032,37.80704,87.58,131.24,0,260.2,5,2,108,0,0,1.74,0.94,1
6188,db0bbc637a3a,2021-10-22T00:06:10.834Z,2021-10-21T04:04:53Z,12.589916,37.8059584,-5.53,38.12,1,168.5,6,2,35,0,0,1.07,0.89,1
6188,db0bbc637a3a,2021-10-22T00:06:10.835Z,2021-10-21T08:05:01Z,12.6031096,37.8173056,66.29,109.95,0,0,8,2,44,0,0,1.1,0.81,1
6188,db0bbc637a3a,2021-10-22T00:06:10.836Z,2021-10-21T12:05:25Z,12.5993016,37.995824,278.3,322.28,0.6,331.9,5,2,64,0,0,2.21,0.91,1
6188,db0bbc637a3a,2021-10-22T00:06:10.837Z,2021-10-21T16:04:44Z,200,200,0,0,0,0,0,0,20,0,0,0,0,1
6188,db0bbc637a3a,2021-10-22T00:06:10.837Z,2021-10-21T20:06:22Z,12.5766728,37.998928,-83.06,-39.04,0.3,44.3,5,1,124,0,0,2.09,0.94,1
6188,db0bbc637a3a,2021-10-22T00:06:10.839Z,2021-10-22T00:05:25Z,12.5758056,38.000528,92.34,136.36,0.1,149.9,5,2,64,0,0,1.59,0.98,1
6188,db0bbc637a3a,2021-10-23T00:05:17.729Z,2021-10-22T04:04:33Z,12.5762568,38.0000608,151.28,195.29,0.4,80.3,4,2,14,0,0,1.78,0.97,1
6188,db0bbc637a3a,2021-10-23T00:05:17.73Z,2021-10-22T08:04:25Z,12.5352304,38.0092768,-21.13,22.94,0.4,291.9,7,2,7,0,0,1.18,0.84,1
6188,db0bbc637a3a,2021-10-23T00:05:17.731Z,2021-10-22T12:04:54Z,12.650632,37.9656896,262.01,305.87,0.2,0,5,2,32,0,0,1.63,0.94,1
6188,db0bbc637a3a,2021-10-23T00:05:17.731Z,2021-10-22T16:05:00Z,12.6474184,37.9607424,109.91,153.77,0.4,43.2,5,2,40,0,0,1.43,0.89,1
6188,db0bbc637a3a,2021-10-23T00:05:17.732Z,2021-10-22T20:04:45Z,12.6467816,37.9604576,218.13,261.99,0.1,259.8,8,2,26,0,0,0.8,0.88,1
6188,db0bbc637a3a,2021-10-23T00:05:17.732Z,2021-10-23T00:04:49Z,12.6476304,37.9595488,223.35,267.2,0.3,115.8,5,2,33,0,0,1.64,0.96,1
6188,db0bbc637a3a,2021-10-24T00:05:27.524Z,2021-10-23T04:04:55Z,12.6474392,37.9604864,105.72,149.57,0.1,0,8,2,34,0,0,0.83,0.88,1
6188,db0bbc637a3a,2021-10-24T00:05:27.525Z,2021-10-23T08:04:31Z,12.64398,37.958592,104.63,148.48,0.3,28.3,9,2,12,0,0,0.99,0.74,1
6188,db0bbc637a3a,2021-10-24T00:05:27.525Z,2021-10-23T12:05:09Z,12.7341424,37.857632,235.49,279.05,0.3,270.5,6,2,51,0,0,1.35,0.95,1
6188,db0bbc637a3a,2021-10-24T00:05:27.526Z,2021-10-23T16:04:37Z,12.7370112,37.8566592,267.79,311.34,7.3,124.8,5,2,15,0,0,1.24,0.93,1
6188,db0bbc637a3a,2021-10-24T00:05:27.527Z,2021-10-23T20:06:19Z,12.7375992,37.8567808,411.14,454.7,0,256,6,2,119,0,0,1.1,0.89,1
6188,db0bbc637a3a,2021-10-24T00:05:27.528Z,2021-10-24T00:05:00Z,12.7374312,37.8567136,191.08,234.63,0.4,202.4,5,2,42,0,0,1.64,0.93,1
6188,db0bbc637a3a,2021-10-25T00:05:23.811Z,2021-10-24T04:05:01Z,12.7374992,37.8565856,277.62,321.18,0.2,59.2,6,2,39,0,0,1.35,0.87,1
6188,db0bbc637a3a,2021-10-25T00:05:23.812Z,2021-10-24T08:04:57Z,12.7358496,37.8559008,184.29,227.84,0.1,0,5,2,37,0,0,1.25,0.89,1
6188,db0bbc637a3a,2021-10-25T00:05:23.812Z,2021-10-24T12:06:40Z,12.7344992,37.8570208,370.27,413.83,0.6,294.1,5,1,142,0,0,1.58,0.96,1
6188,db0bbc637a3a,2021-10-25T00:05:23.813Z,2021-10-24T16:05:01Z,12.7378104,37.8566784,263.92,307.47,0.1,322.5,6,2,39,0,0,1.23,0.92,1
6188,db0bbc637a3a,2021-10-25T00:05:23.814Z,2021-10-24T20:04:55Z,12.7372664,37.856704,207.5,251.05,0.2,269.2,6,2,34,0,0,1.02,0.89,1
6188,db0bbc637a3a,2021-10-25T00:05:23.815Z,2021-10-25T00:04:55Z,12.7371712,37.856608,142.75,186.31,0.4,106.1,6,2,37,0,0,1.65,0.91,1
6188,db0bbc637a3a,2021-10-26T00:06:25.206Z,2021-10-25T04:04:55Z,12.7375544,37.856992,247.69,291.24,0,293.7,8,2,33,0,0,0.96,0.84,1
6188,db0bbc637a3a,2021-10-26T00:06:25.207Z,2021-10-25T08:06:53Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-10-26T00:06:25.207Z,2021-10-25T12:04:55Z,12.8083248,37.7874304,130.54,173.88,0.1,352.3,8,2,38,0,0,1.17,0.95,1
6188,db0bbc637a3a,2021-10-26T00:06:25.208Z,2021-10-25T16:06:53Z,200,200,0,0,0,0,0,0,150,0,0,0,0,1
6188,db0bbc637a3a,2021-10-26T00:06:25.209Z,2021-10-25T20:05:31Z,12.80898,37.783136,164.03,207.36,0,100.7,8,2,72,0,0,1.01,0.85,1
6188,db0bbc637a3a,2021-10-26T00:06:25.209Z,2021-10-26T00:05:59Z,12.8089584,37.7832064,147.31,190.63,0.1,0,4,2,102,0,0,1.76,0.94,1
6188,db0bbc637a3a,2021-10-27T00:05:22.315Z,2021-10-26T04:05:53Z,12.8114968,37.7845376,-148.1,-104.78,0.2,48.9,4,2,91,0,0,3.48,1,1
6188,db0bbc637a3a,2021-10-27T00:05:22.316Z,2021-10-26T08:05:10Z,12.808796,37.7895968,59.87,103.2,0.3,267.4,6,2,50,0,0,1.42,0.86,1
6188,db0bbc637a3a,2021-10-27T00:05:22.317Z,2021-10-26T12:05:48Z,12.8540264,37.8138688,87.24,130.56,1.6,5.1,4,2,90,0,0,8.05,0.99,1
6188,db0bbc637a3a,2021-10-27T00:05:22.317Z,2021-10-26T16:05:00Z,12.8461408,37.82088,260.9,304.24,0.1,176.4,5,2,38,0,0,1.39,0.9,1
6188,db0bbc637a3a,2021-10-27T00:05:22.318Z,2021-10-26T20:04:55Z,12.8462096,37.8210464,238.04,281.38,0.2,0,4,2,36,0,0,1.74,0.96,1
